AR,level,time,energy,shear_mean,uj_mean,uhc_mean,GBH_MEAN,ALP_MEAN
11081,M,201006110712,1.54E+21,40.14098,0.009391,0.001629,0.00007,1.107669
11081,M,201006110748,2.58E+21,37.997585,0.006421,0.005038,0.000082,0.398806
11081,M,201006110824,2.93E+21,36.18811,0.007989,0.006424,0.000096,0.017601
11081,M,201006110900,2.62E+21,34.616253,0.008859,0.001887,0.000081,0.309894
11081,M,201006110936,3.25E+21,37.803925,0.010679,0.004495,0.000096,0.433335
11081,M,201006111012,3.35E+21,38.414883,0.011891,0.009615,0.000108,0.564195
11081,M,201006111048,6.51E+21,46.89772,0.010296,0.004086,0.000092,0.080117
11081,M,201006111124,4.84E+21,41.120224,0.010966,0.005652,0.000097,0.532994
11081,M,201006111200,8.02E+21,38.641945,0.0107,0.006007,0.000102,0.431979
11081,M,201006111236,9.86E+21,46.509907,0.009502,0.002831,0.000092,0.131649
11081,M,201006111312,9.22E+21,52.695526,0.010202,0.003138,0.000088,0.290432
11081,M,201006111348,6.13E+21,39.868423,0.01012,0.003446,0.000088,0.342388
11081,M,201006111424,6.21E+21,38.176769,0.00998,0.003697,0.000085,0.13625
11081,M,201006111500,5.88E+21,37.317707,0.010474,0.008144,0.000109,0.08091
11081,M,201006111536,8.60E+21,53.196449,0.00971,0.010497,0.000097,0.181951
11081,M,201006111612,8.22E+21,42.615665,0.009196,0.005338,0.000097,0.074332
11081,M,201006111648,1.21E+22,52.798149,0.0096,0.011936,0.000112,0.032189
11081,M,201006111724,1.04E+22,46.257339,0.009938,0.006584,0.000101,0.144135
11081,M,201006111800,1.18E+22,41.34819,0.008415,0.00711,0.000101,0.066565
11081,M,201006111836,1.05E+22,42.576923,0.008307,0.006752,0.000103,0.031031
11081,M,201006111912,1.48E+22,46.878284,0.010564,0.015109,0.000125,0.03757
11081,M,201006111948,2.48E+22,46.810371,0.009312,0.010103,0.000113,0.007175
11081,M,201006112024,3.45E+22,50.705315,0.010468,0.010562,0.000121,0.007162
11081,M,201006112100,3.96E+22,50.776657,0.010733,0.016004,0.000137,0.014855
11081,M,201006112136,4.44E+22,48.945858,0.010229,0.035036,0.000124,0.140445
11081,M,201006112212,5.56E+22,52.764347,0.009807,0.027098,0.000125,0.074631
11081,M,201006112248,7.08E+22,56.433182,0.010169,0.030125,0.000129,0.02224
11081,M,201006112324,7.46E+22,55.807129,0.010013,0.030986,0.000125,0.022734
11081,M,201006120000,7.53E+22,56.911583,0.01013,0.031308,0.000131,0.056508
11087,C,201007121036,3.83E+22,66.785225,0.00823,0.014528,0.000106,0.148286
11087,C,201007121112,3.89E+22,61.336567,0.008576,0.013117,0.000105,0.14413
11087,C,201007121148,3.25E+22,62.270031,0.008453,0.014381,0.000108,0.185167
11087,C,201007121224,2.96E+22,59.365005,0.008455,0.015036,0.000103,0.210311
11087,C,201007121300,3.14E+22,59.748104,0.008881,0.014093,0.000099,0.143071
11087,C,201007121336,3.27E+22,61.150974,0.008168,0.009761,0.000095,0.126685
11087,C,201007121412,3.18E+22,61.625031,0.008975,0.010813,0.000099,0.136728
11087,C,201007121448,3.41E+22,61.452381,0.007776,0.007878,0.000099,0.093482
11087,C,201007121524,3.32E+22,62.653606,0.00783,0.008048,0.000093,0.086754
11087,C,201007121600,3.21E+22,66.082413,0.007592,0.008345,0.000094,0.060781
11087,C,201007121636,3.51E+22,67.53167,0.007487,0.008026,0.000089,0.067315
11087,C,201007121712,3.38E+22,66.091125,0.007268,0.009499,0.000091,0.075328
11087,C,201007121748,3.43E+22,67.533417,0.007618,0.008243,0.000093,0.084888
11087,C,201007121824,3.17E+22,64.720245,0.007765,0.008887,0.000092,0.079326
11087,C,201007121900,2.92E+22,66.577057,0.007657,0.009462,0.000097,0.065734
11087,C,201007121936,2.94E+22,63.434608,0.008033,0.009399,0.000094,0.034717
11087,C,201007122012,2.91E+22,65.470665,0.009048,0.009138,0.000097,0.097506
11087,C,201007122048,2.92E+22,65.323593,0.0087,0.008348,0.000104,0.083364
11087,C,201007122124,2.78E+22,65.600342,0.00856,0.008324,0.000103,0.051653
11087,C,201007122200,2.73E+22,68.764442,0.008661,0.008408,0.000102,0.036577
11087,C,201007122236,2.64E+22,69.838432,0.007419,0.007165,0.000096,0.031152
11087,C,201007122312,2.54E+22,68.658165,0.00836,0.00834,0.000097,0.05503
11087,C,201007122348,2.37E+22,67.483673,0.007682,0.007007,0.000087,0.046448
11087,C,201007130024,2.21E+22,68.361038,0.00665,0.004936,0.000083,0.027563
11087,C,201007130100,2.18E+22,66.420982,0.007389,0.005211,0.00008,0.024837
11087,C,201007130136,2.07E+22,67.622948,0.00708,0.005636,0.000086,0.047428
11087,C,201007130212,1.90E+22,65.819328,0.007527,0.005898,0.000083,0.059407
11087,C,201007130248,2.09E+22,66.990601,0.007389,0.005992,0.000087,0.02985
11087,C,201007130324,2.11E+22,67.622993,0.007406,0.006571,0.000085,0.097042
11087,C,201007130400,1.88E+22,69.608101,0.007751,0.007186,0.000096,0.051235
11087,C,201007130436,1.82E+22,69.444496,0.007885,0.006406,0.000098,0.041178
11087,C,201007130512,1.73E+22,69.261108,0.00822,0.005944,0.000095,0.092096
11087,C,201007130548,1.70E+22,69.014236,0.008596,0.006015,0.000099,0.019351
11087,C,201007130624,1.66E+22,68.639412,0.009107,0.005998,0.000102,0.007407
11087,C,201007130700,1.60E+22,67.656845,0.008522,0.006056,0.000097,0.043834
11087,C,201007130736,1.65E+22,68.273537,0.00805,0.005135,0.000095,0.078705
11087,C,201007130812,1.57E+22,68.227699,0.007209,0.004563,0.000086,0.004108
11087,C,201007130848,1.52E+22,68.844879,0.007289,0.004522,0.000092,0.067856
11087,C,201007130924,1.42E+22,68.074707,0.006986,0.00424,0.000083,0.057514
11087,C,201007131000,1.54E+22,69.432465,0.00709,0.004159,0.000085,0.065142
11089,C,201007261100,2.69E+19,55.528141,0.000487,0.000069,0.000068,0.227213
11089,C,201007261136,2.24E+20,47.979954,0.008755,0.012354,0.000061,0.540924
11089,C,201007261212,3.29E+20,46.347992,0.00979,0.019088,0.00012,0.259291
11089,C,201007261248,3.94E+20,47.853958,0.007619,0.019248,0.000099,0.260285
11089,C,201007261324,3.02E+20,49.055458,0.006465,0.011356,0.000133,0.074223
11089,C,201007261436,2.77E+19,38.58485,0.008779,0.017802,0.000194,0.30409
11089,C,201007261512,2.73E+19,43.083092,0.007434,0.022875,0.00022,0.295227
11089,C,201007261548,2.80E+20,66.617027,0.006094,0.011207,0.000146,0.028787
11089,C,201007261624,8.50E+19,61.769379,0.004716,0.007446,0.000134,0.36768
11089,C,201007261848,7.56E+20,43.113754,0.007213,0.00568,0.000101,0.295979
11089,C,201007261924,3.91E+20,46.692207,0.008015,0.003925,0.000094,0.129039
11089,C,201007262036,5.61E+20,74.189384,0.007134,0.011178,0.000109,0.13649
11089,C,201007262112,1.18E+21,79.064804,0.007084,0.016352,0.000139,0.078297
11089,C,201007262148,9.04E+20,92.86422,0.004852,0.007092,0.000082,0.032954
11089,C,201007262224,5.41E+20,92.886642,0.004508,0.00734,0.000065,0.094713
11089,C,201007262300,1.09E+21,82.536041,0.005176,0.006906,0.000073,0.051442
11089,C,201007262336,1.01E+21,77.601265,0.00855,0.005404,0.000104,0.068935
11089,C,201007270012,1.77E+21,79.951073,0.009382,0.007947,0.000093,0.012684
11089,C,201007270048,1.68E+21,77.12085,0.008489,0.008656,0.000112,0.095231
11089,C,201007270124,1.73E+21,76.274551,0.007491,0.007394,0.000096,0.142111
11089,C,201007270200,2.07E+21,64.776924,0.008041,0.004283,0.000096,0.147377
11089,C,201007270236,2.45E+21,63.36343,0.00759,0.006695,0.000087,0.089969
11089,C,201007270312,2.47E+21,61.233192,0.007299,0.009613,0.0001,0.003242
11089,C,201007270348,3.02E+21,56.848793,0.007556,0.004748,0.000082,0.017733
11092,C,201007310800,1.84E+21,52.978771,0.009093,0.003773,0.000083,0.207976
11092,C,201007310836,5.83E+20,43.62093,0.009355,0.00305,0.000074,0.483696
11092,C,201007310912,5.07E+20,41.879776,0.005591,0.00285,0.00008,0.353406
11092,C,201007310948,1.67E+21,57.893288,0.007563,0.001681,0.000068,0.183747
11092,C,201007311024,9.26E+20,42.445786,0.012934,0.004789,0.000094,0.733237
11092,C,201007311100,1.98E+21,25.721016,0.010537,0.004119,0.00009,0.077665
11092,C,201007311136,2.33E+21,20.530169,0.009604,0.005412,0.000089,0.315307
11092,C,201007311212,2.42E+21,22.714329,0.010253,0.004829,0.000112,0.319647
11092,C,201007311248,2.52E+21,22.378229,0.014338,0.014186,0.000122,0.088241
11092,C,201007311324,3.74E+21,26.957821,0.010764,0.010756,0.00012,0.02463
11092,C,201007311400,3.16E+21,23.534393,0.011031,0.008888,0.000117,0.101029
11092,C,201007311436,3.07E+21,18.619534,0.010776,0.01163,0.000142,0.050816
11092,C,201007311512,2.66E+21,18.458113,0.009661,0.006104,0.0001,0.046039
11092,C,201007311548,1.79E+21,18.350773,0.009519,0.002658,0.000104,0.084049
11092,C,201007311624,7.03E+20,16.629507,0.00954,0.003881,0.000077,0.306238
11092,C,201007311812,5.58E+19,47.81184,0.009361,0.001055,0.000063,2.395909
11092,C,201007311848,2.74E+19,28.311329,0.017086,0.000465,0.000006,8.132987
11092,C,201007312000,3.81E+20,54.187447,0.008001,0.003501,0.000081,0.079838
11092,C,201008010012,3.44E+20,57.926785,0.010036,0.005921,0.000096,0.642248
11092,C,201008010048,8.30E+19,36.139343,0.005853,0.014795,0.000122,0.242607
11092,C,201008010124,8.23E+19,34.747826,0.016659,0.001807,0.000129,2.81507
11092,C,201008010200,1.10E+20,27.966564,0.018716,0.005169,0.000047,0.558335
11092,C,201008010348,1.67E+20,26.51334,0.006759,0.005173,0.000084,0.060862
11092,C,201008010536,6.66E+20,39.864609,0.007008,0.003645,0.000071,0.115585
11092,C,201008010612,6.05E+20,51.519516,0.010691,0.015579,0.0001,0.198549
11092,C,201008010648,2.69E+19,34.160648,0.00419,0.053911,0.000117,0.051417
11110,C,201009272200,1.70E+20,39.138573,0.009714,0.002428,0.00009,1.37628
11110,C,201009272236,2.69E+20,39.873642,0.012575,0.001338,0.000072,0.576346
11110,C,201009272312,2.78E+20,37.786789,0.007679,0.005031,0.000096,0.866697
11110,C,201009272348,3.57E+20,37.356369,0.01049,0.003451,0.000074,0.055817
11110,C,201009280024,2.73E+19,50.810635,0.003622,0.011936,0.000071,0.272333
11110,C,201009280136,2.73E+19,31.985228,0.012248,0.000373,0.000035,6.908234
11110,C,201009280212,8.07E+19,31.608398,0.011084,0.000046,0.000036,9.324873
11110,C,201009280512,1.12E+20,40.329323,0.00334,0.000179,0.000085,0.731956
11110,C,201009280548,3.48E+20,40.150551,0.00824,0.001052,0.000057,0.01169
11110,C,201009280736,7.32E+20,42.759171,0.009557,0.002637,0.00009,0.144068
11110,C,201009280812,1.64E+21,48.211899,0.007713,0.023951,0.000113,0.115109
11110,C,201009280848,8.90E+20,45.332314,0.008036,0.017212,0.000098,0.081257
11110,C,201009280924,3.80E+20,46.497501,0.006539,0.009489,0.000077,0.027972
11110,C,201009281000,2.76E+19,52.085419,0.004348,0.003882,0.000038,0.73606
11110,C,201009281036,2.28E+20,42.71003,0.008498,0.001749,0.000121,0.088937
11110,C,201009281112,1.33E+21,45.823013,0.00873,0.019906,0.000117,0.156043
11110,C,201009281148,1.33E+21,43.911591,0.00747,0.012287,0.00011,0.101724
11110,C,201009281224,1.95E+21,43.548462,0.008654,0.007389,0.000086,0.088219
11110,C,201009281300,2.22E+21,53.962414,0.006347,0.005333,0.000082,0.024607
11110,C,201009281336,1.90E+21,45.935966,0.007341,0.00248,0.000071,0.035096
11110,C,201009281412,1.15E+21,40.661991,0.005277,0.004654,0.000093,0.043955
11110,C,201009281448,1.34E+21,43.836052,0.007025,0.019493,0.000151,0.017996
11110,C,201009281524,9.20E+20,43.853237,0.00825,0.014775,0.000144,0.163008
11110,C,201009281600,1.33E+21,43.99213,0.011294,0.006693,0.000117,0.019774
11110,C,201009281636,1.59E+21,39.964706,0.009471,0.007251,0.000085,0.02362
11110,C,201009281712,5.08E+20,37.126572,0.005441,0.001125,0.000066,0.175028
11110,C,201009281748,1.68E+21,39.940193,0.007737,0.013527,0.000112,0.047848
11110,C,201009281824,9.26E+20,36.167343,0.007835,0.014522,0.000147,0.052877
11110,C,201009281900,7.83E+20,40.871479,0.007771,0.00358,0.0001,0.442951
11110,C,201009281936,3.37E+20,34.213623,0.008429,0.030696,0.000179,0.025529
11110,C,201009282048,1.10E+20,45.6273,0.012403,0.002041,0.000086,5.37894
11110,C,201009282124,3.05E+20,37.346695,0.009594,0.001601,0.000064,0.102575
11112,M,201010151912,1.75E+21,41.954018,0.007014,0.001078,0.000067,0.539146
11112,M,201010151948,3.13E+21,46.149811,0.009251,0.000983,0.000081,0.029912
11112,M,201010152024,5.91E+21,49.350426,0.009239,0.00123,0.000074,0.050194
11112,M,201010152100,4.88E+21,47.365154,0.009562,0.001116,0.000071,0.091216
11112,M,201010152136,5.07E+21,47.536221,0.008619,0.00101,0.000065,0.321935
11112,M,201010152212,6.05E+21,45.908779,0.009479,0.001282,0.000077,0.037822
11112,M,201010152248,6.76E+21,44.041275,0.008303,0.001317,0.000076,0.140238
11112,M,201010152324,7.48E+21,43.060753,0.007664,0.001199,0.00007,0.151864
11112,M,201010160000,8.70E+21,45.115902,0.009562,0.001663,0.000078,0.121711
11112,M,201010160036,1.04E+22,44.381496,0.00792,0.002173,0.00008,0.151138
11112,M,201010160112,1.21E+22,44.128288,0.008124,0.001637,0.000075,0.150029
11112,M,201010160148,1.33E+22,44.683472,0.008665,0.001828,0.00008,0.164389
11112,M,201010160224,1.23E+22,46.534584,0.009138,0.00325,0.000086,0.219649
11112,M,201010160300,1.68E+22,50.845688,0.00821,0.00266,0.000086,0.070544
11112,M,201010160336,1.63E+22,56.587921,0.008211,0.005997,0.000093,0.070647
11112,M,201010160412,1.82E+22,59.603767,0.00821,0.005534,0.000092,0.051582
11112,M,201010160448,1.93E+22,63.631878,0.008404,0.009367,0.000094,0.045388
11112,M,201010160524,1.84E+22,65.388107,0.008256,0.007809,0.000092,0.034799
11112,M,201010160600,2.14E+22,63.708,0.008794,0.00678,0.000101,0.069773
11112,M,201010160636,1.97E+22,66.734673,0.008552,0.006373,0.000097,0.024668
11112,M,201010160712,1.94E+22,68.046738,0.00819,0.005601,0.000091,0.054559
11112,M,201010160748,2.12E+22,69.596985,0.007852,0.007323,0.000098,0.027509
11112,M,201010160824,2.08E+22,68.714111,0.007445,0.006812,0.000091,0.008871
11112,M,201010160900,2.17E+22,69.984642,0.008136,0.007364,0.000098,0.002313
11112,M,201010160936,2.10E+22,68.558334,0.007664,0.007971,0.000095,0.006142
11112,M,201010161012,2.22E+22,67.44899,0.007569,0.006849,0.000098,0.012131
11112,M,201010161048,2.25E+22,65.317543,0.008249,0.007368,0.000101,0.012696
11112,M,201010161124,2.52E+22,64.83287,0.007612,0.007573,0.000095,0.031862
11112,M,201010161200,2.91E+22,66.817413,0.008019,0.008114,0.000099,0.044764
11112,M,201010161236,2.88E+22,66.457939,0.00856,0.010032,0.000106,0.140823
11112,M,201010161312,3.01E+22,65.581345,0.008303,0.008411,0.000105,0.111406
11112,M,201010161348,2.97E+22,66.027855,0.008891,0.009379,0.000097,0.1159
11112,M,201010161424,2.76E+22,64.044434,0.00789,0.009064,0.000098,0.110074
11112,M,201010161500,2.85E+22,63.422531,0.008093,0.008664,0.000097,0.117583
11112,M,201010161536,2.84E+22,62.936764,0.007688,0.008181,0.000095,0.118483
11112,M,201010161612,3.01E+22,61.538475,0.008853,0.009017,0.000097,0.131509
11112,M,201010161648,3.24E+22,61.887688,0.008252,0.00779,0.000101,0.090477
11112,M,201010161724,3.44E+22,61.949883,0.008984,0.007825,0.000101,0.108357
11112,M,201010161800,3.47E+22,61.680573,0.009142,0.012479,0.000103,0.139535
11112,M,201010161836,3.55E+22,61.440865,0.009073,0.014764,0.000106,0.171005
11117,C,201010242200,1.07E+22,50.698631,0.009388,0.0225,0.00016,0.018802
11117,C,201010242236,1.53E+22,51.611366,0.007977,0.013041,0.000129,0.021312
11117,C,201010242312,1.45E+22,56.463112,0.008462,0.017863,0.000131,0.004934
11117,C,201010242348,1.13E+22,57.105762,0.010058,0.016359,0.000119,0.041921
11117,C,201010250024,1.25E+22,53.522243,0.009405,0.013961,0.000132,0.075449
11117,C,201010250100,1.62E+22,51.364929,0.009394,0.017569,0.000129,0.039936
11117,C,201010250136,2.28E+22,57.107815,0.008013,0.015021,0.000124,0.022539
11117,C,201010250212,2.94E+22,58.784256,0.008875,0.017048,0.000137,0.009236
11117,C,201010250248,3.06E+22,60.039837,0.009157,0.02029,0.000136,0.002088
11117,C,201010250324,3.00E+22,59.06427,0.00806,0.017361,0.000128,0.015527
11117,C,201010250400,2.86E+22,59.225754,0.008021,0.02236,0.000136,0.010914
11117,C,201010250436,3.29E+22,57.891678,0.009015,0.022964,0.00015,0.021006
11117,C,201010250512,3.52E+22,56.761776,0.01017,0.027135,0.000156,0.040392
11117,C,201010250548,4.02E+22,58.398045,0.01073,0.029588,0.000162,0.050701
11117,C,201010250624,3.90E+22,56.059368,0.00987,0.028749,0.000159,0.031275
11117,C,201010250700,3.72E+22,54.980022,0.008375,0.02272,0.000146,0.017213
11117,C,201010250736,3.61E+22,54.025814,0.008984,0.02779,0.00014,0.021479
11117,C,201010250812,4.31E+22,56.348663,0.009246,0.030458,0.00014,0.034499
11117,C,201010250848,4.29E+22,58.114323,0.009617,0.031094,0.000147,0.013834
11117,C,201010250924,3.99E+22,56.340191,0.009686,0.027029,0.000151,0.030752
11117,C,201010251000,3.80E+22,57.740334,0.010326,0.028789,0.000161,0.001416
11117,C,201010251036,4.20E+22,57.063831,0.01002,0.030968,0.000158,0.005691
11117,C,201010251112,4.03E+22,56.332253,0.009462,0.029889,0.000149,0.000412
11117,C,201010251148,4.06E+22,56.49332,0.01031,0.034719,0.000162,0.003491
11117,C,201010251224,3.84E+22,60.039913,0.008666,0.029712,0.000176,0.008224
11117,C,201010251300,3.88E+22,59.649868,0.011,0.039004,0.000201,0.004318
11117,C,201010251336,4.07E+22,59.666496,0.011527,0.042412,0.000187,0.020161
11117,C,201010251412,4.61E+22,59.25174,0.010465,0.038585,0.000163,0.012409
11117,C,201010251448,4.90E+22,61.211617,0.010179,0.043777,0.000175,0.004315
11117,C,201010251524,4.62E+22,58.975281,0.010626,0.050336,0.00019,0.015826
11117,C,201010251600,4.26E+22,56.254704,0.00969,0.04419,0.000197,0.008792
11117,C,201010251636,4.07E+22,54.360706,0.009306,0.038359,0.000205,0.000731
11117,C,201010251712,3.98E+22,53.016071,0.009663,0.041977,0.000209,0.005019
11117,C,201010251748,4.05E+22,53.631794,0.011206,0.044343,0.000221,0.007204
11117,C,201010251824,4.55E+22,51.363152,0.011383,0.043933,0.000217,0.009502
11117,C,201010251900,3.75E+22,53.643131,0.011463,0.048048,0.000214,0.034847
11117,C,201010251936,3.69E+22,51.749969,0.009659,0.037087,0.000187,0.03355
11117,C,201010252012,3.31E+22,50.900555,0.009813,0.039977,0.000182,0.033386
11117,C,201010252048,3.34E+22,51.874817,0.009736,0.036182,0.00018,0.013514
11117,C,201010252124,3.08E+22,50.951305,0.009785,0.038112,0.000184,0.0432
11123,C,201011100712,5.38E+19,45.048409,0.015876,0.003972,0.000119,3.065249
11123,C,201011100748,5.52E+20,50.921124,0.009061,0.000481,0.000069,1.681457
11123,C,201011100824,6.82E+20,48.006878,0.009904,0.00234,0.000075,0.352803
11123,C,201011100900,1.01E+21,43.526928,0.006941,0.001619,0.000062,0.365341
11123,C,201011100936,1.62E+21,52.894592,0.008316,0.016556,0.00014,0.051952
11123,C,201011101012,2.28E+21,59.005642,0.007711,0.024025,0.000134,0.082179
11123,C,201011101048,3.19E+21,64.04744,0.009009,0.014884,0.000121,0.023069
11123,C,201011101124,2.77E+21,49.526318,0.00818,0.015299,0.000138,0.01107
11123,C,201011101200,5.32E+21,49.896843,0.011049,0.031807,0.000134,0.214652
11123,C,201011101236,1.01E+22,53.462139,0.009332,0.010175,0.000114,0.045804
11123,C,201011101312,1.12E+22,62.116753,0.008659,0.005677,0.000097,0.0125
11123,C,201011101348,1.30E+22,61.798153,0.008033,0.007171,0.000097,0.015435
11123,C,201011101424,1.28E+22,60.169971,0.0078,0.009086,0.000096,0.0385
11123,C,201011101500,9.84E+21,56.284492,0.008194,0.007857,0.0001,0.028974
11123,C,201011101536,1.95E+22,65.790405,0.0072,0.005812,0.000089,0.001695
11123,C,201011101612,1.87E+22,66.618744,0.007736,0.005356,0.00008,0.120741
11123,C,201011101648,1.61E+22,62.283974,0.008098,0.004923,0.000089,0.009055
11123,C,201011101724,1.50E+22,61.404499,0.008689,0.006377,0.000094,0.020424
11123,C,201011101912,2.49E+22,62.324352,0.009111,0.006231,0.00009,0.011039
11123,C,201011101948,2.79E+22,61.048569,0.008554,0.006332,0.000089,0.01159
11123,C,201011102024,2.80E+22,61.622646,0.009291,0.007567,0.00009,0.02443
11123,C,201011102100,2.43E+22,64.493828,0.008638,0.006466,0.000087,0.032905
11123,C,201011102136,2.18E+22,64.076988,0.007755,0.002859,0.000086,0.028912
11123,C,201011102212,2.13E+22,66.398727,0.008377,0.003848,0.000084,0.016067
11123,C,201011102248,2.10E+22,69.109894,0.008263,0.003218,0.000079,0.015901
11123,C,201011102324,2.13E+22,70.25029,0.008577,0.004444,0.000078,0.052131
11123,C,201011110000,2.12E+22,68.907959,0.009199,0.004695,0.000088,0.006218
11123,C,201011110036,2.53E+22,70.744423,0.008136,0.003933,0.000087,0.076738
11123,C,201011110112,2.45E+22,71.665512,0.008003,0.002563,0.000085,0.033281
11123,C,201011110148,2.67E+22,71.440384,0.008504,0.002732,0.000081,0.031252
11123,C,201011110224,3.02E+22,69.829712,0.008712,0.004798,0.000084,0.025274
11123,C,201011110300,3.23E+22,70.112709,0.008325,0.005325,0.000085,0.149199
11123,C,201011110336,3.57E+22,70.141136,0.008409,0.00734,0.000091,0.065261
11123,C,201011110412,3.71E+22,67.083443,0.009166,0.006379,0.000096,0.070726
11123,C,201011110448,3.58E+22,65.50267,0.009093,0.005282,0.000095,0.059955
11123,C,201011110524,3.57E+22,63.272972,0.00875,0.003725,0.000092,0.047365
11123,C,201011110600,3.23E+22,61.023693,0.00798,0.003564,0.00009,0.040358
11123,C,201011110636,3.02E+22,60.516655,0.008209,0.002849,0.000082,0.015293
11124,C,201011140724,6.62E+20,54.062405,0.006335,0.013102,0.000171,0.021498
11124,C,201011140800,6.50E+20,51.691444,0.008099,0.019727,0.000163,0.002188
11124,C,201011140836,4.04E+20,57.875671,0.003729,0.005996,0.000174,0.005783
11124,C,201011140912,1.68E+20,58.102867,0.00655,0.009883,0.000105,0.026763
11124,C,201011140948,5.40E+19,43.645653,0.005656,0.016186,0.000085,0.213178
11124,C,201011141024,1.22E+21,45.25539,0.004906,0.004925,0.000081,0.037742
11124,C,201011141100,2.56E+21,50.823792,0.007147,0.006314,0.000085,0.19243
11124,C,201011141136,2.65E+21,47.00861,0.007625,0.001716,0.000079,0.018632
11124,C,201011141212,4.35E+21,48.622009,0.00854,0.002415,0.000088,0.379169
11124,C,201011141248,3.45E+21,47.765682,0.007522,0.002034,0.000085,0.163604
11124,C,201011141324,4.26E+21,47.120094,0.008318,0.003456,0.00008,0.310573
11124,C,201011141400,4.65E+21,52.681366,0.006538,0.006525,0.000087,0.051689
11124,C,201011141436,6.36E+21,54.257,0.0065,0.012998,0.000093,0.020973
11124,C,201011141512,9.85E+21,51.005722,0.006723,0.012213,0.000091,0.046773
11124,C,201011141548,8.05E+21,54.301426,0.007743,0.01966,0.000091,0.048283
11124,C,201011141624,8.18E+21,55.994545,0.009368,0.011756,0.000099,0.059851
11124,C,201011141700,9.33E+21,53.125359,0.008598,0.008183,0.000098,0.079657
11124,C,201011141736,9.99E+21,55.781948,0.008724,0.008654,0.000107,0.027029
11124,C,201011141812,6.78E+21,56.665646,0.007958,0.00764,0.000102,0.001888
11124,C,201011141848,7.43E+21,49.133717,0.007817,0.01674,0.000104,0.110019
11124,C,201011141924,9.10E+21,51.258137,0.007165,0.007883,0.000085,0.048666
11124,C,201011142000,8.89E+21,50.317413,0.007153,0.009979,0.000097,0.04325
11124,C,201011142036,9.42E+21,46.680977,0.007297,0.012718,0.000092,0.047811
11124,C,201011142112,7.76E+21,41.67284,0.008651,0.017737,0.000124,0.029902
11124,C,201011142148,1.12E+22,43.737141,0.008076,0.015391,0.000104,0.035729
11124,C,201011142224,1.69E+22,48.945717,0.008031,0.01219,0.000118,0.006147
11124,C,201011142300,1.68E+22,41.970997,0.007852,0.014281,0.000114,0.004449
11124,C,201011142336,1.88E+22,39.903458,0.007732,0.017932,0.000138,0.010597
11124,C,201011150012,1.59E+22,40.425888,0.008421,0.026714,0.000135,0.0363
11124,C,201011150048,1.86E+22,41.768406,0.007977,0.020022,0.000119,0.019684
11124,C,201011150124,2.15E+22,45.357105,0.00796,0.023104,0.000133,0.022701
11124,C,201011150200,2.61E+22,47.439899,0.008545,0.020407,0.000131,0.003703
11124,C,201011150236,3.02E+22,44.288544,0.008315,0.014659,0.000131,0.009012
11124,C,201011150312,3.02E+22,43.21888,0.007508,0.012625,0.000123,0.026324
11124,C,201011150348,2.77E+22,42.688713,0.007314,0.012716,0.000112,0.021623
11124,C,201011150424,2.77E+22,42.331013,0.007835,0.011251,0.000115,0.006991
11124,C,201011150500,3.00E+22,44.063175,0.007903,0.010944,0.000121,0.015569
11124,C,201011150536,3.25E+22,45.097061,0.00872,0.012811,0.000127,0.01702
11124,C,201011150612,3.91E+22,46.451721,0.008807,0.013799,0.000132,0.005029
11124,C,201011150648,4.53E+22,47.644073,0.009535,0.019766,0.000141,0.011656
11159,C,201102111436,5.44E+19,29.387363,0.013832,0.000912,0.000104,3.714369
11159,C,201102112036,1.24E+21,36.138653,0.009879,0.009483,0.000106,0.207439
11159,C,201102112112,1.15E+21,35.92091,0.010226,0.023587,0.00013,0.152666
11159,C,201102112148,2.02E+21,42.51577,0.011001,0.020221,0.000113,0.159028
11159,C,201102112224,2.45E+21,44.261383,0.007314,0.01241,0.000117,0.042097
11159,C,201102112300,6.50E+21,52.777554,0.0093,0.011412,0.000102,0.076814
11159,C,201102112336,7.25E+21,49.717442,0.009821,0.012291,0.000108,0.101464
11159,C,201102120012,8.77E+21,52.827072,0.010083,0.010802,0.00011,0.188126
11159,C,201102120048,9.56E+21,43.973743,0.010053,0.010384,0.000119,0.188962
11159,C,201102120124,5.74E+21,50.921425,0.008826,0.007633,0.000114,0.143401
11159,C,201102120200,4.21E+21,47.62846,0.009756,0.004929,0.000106,0.038613
11159,C,201102120236,5.91E+21,47.477509,0.008495,0.006099,0.000093,0.043387
11159,C,201102120312,8.36E+21,51.995193,0.011055,0.005534,0.000112,0.076519
11159,C,201102120348,5.68E+21,57.762486,0.009767,0.003196,0.000089,0.070601
11159,C,201102120424,5.53E+21,50.414745,0.00971,0.006394,0.000092,0.038052
11159,C,201102120500,2.97E+21,51.814148,0.007362,0.004046,0.000083,0.004477
11159,C,201102120536,2.57E+21,49.564999,0.00915,0.009134,0.000087,0.104356
11159,C,201102120612,3.62E+21,51.379288,0.009458,0.010171,0.000098,0.080187
11159,C,201102120648,2.06E+21,45.267387,0.010726,0.011335,0.000102,0.160559
11159,C,201102120724,2.04E+21,47.439732,0.010437,0.010046,0.000115,0.177853
11159,C,201102120800,2.29E+21,48.160755,0.009299,0.01423,0.000104,0.195672
11159,C,201102120836,3.51E+21,45.956089,0.00836,0.010796,0.000097,0.0844
11159,C,201102120912,2.85E+21,44.772064,0.008703,0.014659,0.000093,0.170974
