,AR,KEY,time,energy,shear_mean,uj_mean,uhc_mean,GBH_MEAN,ALP_MEAN
6988,12249,0,201412260900,-0.32452087418280634,-0.8602680396137521,0.2995288312026611,-0.5433757226142875,-0.9245526585747633,-0.1909204187371177
6989,12249,0,201412260936,-0.3194095851855549,-0.9539990859637774,0.7714911134054234,-0.5305382316504651,-0.7340010039167043,-0.17193453230296132
6990,12249,0,201412261012,-0.3194095851855549,-0.9712368671881918,0.4502631964516294,-0.46749078568142244,-0.9245526585747633,-0.19415947462858926
6991,12249,0,201412261048,-0.33474345217730916,-1.0146521999924834,0.9329518941589999,-0.3405037129041526,-0.4291183564638102,-0.2610805999731172
6992,12249,0,201412261124,-0.3379380078005913,-0.9140842594495445,1.3478948097320025,-0.403699855679726,-0.5053390183270335,-0.13436241338969382
6993,12249,0,201412261348,-0.3283543409307449,-0.8683428700552164,0.6184985554186426,-0.6353694802546516,-0.9626629895063755,-0.21202772413032256
6994,12249,0,201412261424,-0.3194095851855549,-0.8349707593834178,0.698099849426525,-0.5756924952336395,-0.6577803420534809,0.04037001346730781
6995,12249,0,201412261500,-0.3162150295622728,-0.463994778770377,0.5654310260800542,-0.5228059977108656,-0.5434493492586453,-0.25613836763369113
6996,12249,0,201412261536,-0.32707651868143206,-0.30584639083111653,1.176836709842724,-0.28865809302709405,-0.16234603994252722,-0.019301575018259458
6997,12249,0,201412261612,-0.3027978959444878,-0.758020123579991,0.893433521247285,-0.14422392828354824,-0.3910080255321985,-0.09557739119425403
6998,12249,0,201412261648,-0.2797970954568564,-0.7310496589645117,1.3936232126727004,0.8169522291312905,0.4855295858948733,0.19355830386396214
6999,12249,0,201412261724,-0.2766025398335743,-0.9634084715663841,1.1937731553763153,0.4565607357029029,0.37119859310003817,-0.01574651367396141
7000,12251,0,201412290648,-0.31302047393899063,-0.2607248441731581,0.5908356943804421,0.2633044528150906,-0.6196700111218691,-0.10516908611534052
7001,12251,0,201412290724,-0.336021274426622,-0.3655978312378418,-0.18541805924252194,0.0661820529574786,-0.7340010039167043,-0.24856353104387963
7002,12251,0,201412290800,-0.3481605857950941,-0.6856500885559438,-0.23453375128993875,0.002093729342720678,-0.8483319967115399,-0.2564845794900966
7003,12251,0,201412290836,-0.34113256342387344,-0.4416732375732138,-0.20743543843619194,0.13562346160734393,-0.3910080255321985,-0.13194125396436143
7004,12251,0,201412290912,-0.3430492967978427,-0.3839043884421163,0.10984064122643059,0.6941782325390589,-0.2766770327373628,-0.03312913714892457
7005,12251,0,201412290948,-0.34879949691975054,-0.6749041927769245,0.6455968682723894,0.9960823153986804,0.2949779312368142,0.014919956667244811
7006,12251,0,201412291024,-0.35774425266494053,-0.7288028319407106,0.937468279634624,0.9247574138660923,0.5617502477580967,-0.130814322753914
7007,12251,0,201412291100,-0.36029989716356625,-0.5265263537876576,1.490160952214175,1.2046543693591614,0.6379709096213211,-0.19469157204548093
7008,12251,0,201412291136,-0.3353823633019656,-0.6366025625476868,1.2327269801035776,1.1086953635446435,0.7141915714845445,-0.11405906304559169
7009,12251,0,201412291212,-0.331548896554027,-0.5713033032802594,1.631862546511894,1.0410878821753244,0.9809638880058265,-0.09053292179656056
7010,12251,0,201412291248,-0.32643760755677564,-0.6401011138224738,1.1971604444830342,1.1255972338869735,0.8666328952109913,-0.05178972385223015
7011,12251,0,201412291324,-0.3571053415402841,-0.6762116864108976,2.5650606954128103,0.7070652891050583,1.0952948808006626,-0.1811498089640633
7012,12251,0,201412291400,-0.3481605857950941,-0.8869292002342899,1.877441006748977,1.1106284220295433,0.4855295858948733,0.04349056731396944
7013,12251,0,201412291436,-0.33474345217730916,-0.9732614398443705,0.8505278592288522,0.3069221827307806,0.18064693844197913,-0.24469943495527333
7014,12251,0,201412291512,-0.3379380078005913,-0.8284460502605824,0.4988143403145926,0.22771635045206182,0.0663159456471435,-0.2615383431658144
7015,12251,0,201412291548,-0.31749285181158565,-0.9479900892902592,0.9103699667808772,0.174185500100988,-0.009904716216079901,-0.26556276555034003
7016,12251,0,201412291624,-0.3277154298060885,-1.095179073203826,0.022335672636206137,0.0039276566232666725,-0.4672286873954219,-0.09107198992197045
7017,12251,0,201412291700,-0.3034368070691442,-0.6669149714252115,-0.2960695033953227,-0.1926990872125763,-0.6577803420534809,-0.12664351549050554
7018,12251,0,201412291736,-0.3200484963102113,-0.8773016760856834,-0.41406007394601374,-0.5552714671367484,-0.8483319967115399,-0.17771557323408127
7019,12251,0,201412291812,-0.31174265168967774,-0.9710146128205694,-0.5224533253610019,-0.41267122967374864,-1.038883651369599,-0.1755151529118262
7020,12251,0,201412291848,-0.3008811625705185,-0.8530069071070845,-0.01040812206207206,-0.346451585165383,-0.6577803420534809,-0.21331962877570146
7021,12251,0,201412291924,-0.2740468953349486,-0.9206047498552172,-0.19388628200931854,-0.03369263542901581,-0.7340010039167043,-0.2504293573572596
7022,12251,0,201412292000,-0.2759636287089179,-0.9199550674120833,0.3198525658429712,-0.15958926495839343,-0.5053390183270335,-0.22366416021675692
7023,12251,0,201412292036,-0.2721301619609793,-0.702511374997427,0.683986144815198,0.03921836537323398,-0.12423570901091552,-0.24891206646979122
7024,12251,0,201412292112,-0.29768660694723637,-0.8825000616906229,0.9273064123144685,0.6703867434941371,0.40930892403164987,-0.24657687911618367
7025,12251,0,201412292148,-0.30535354044311347,-0.8866769003688221,1.4766117957873017,0.9116225292892084,0.37119859310003817,-0.07379392707478077
7026,12251,0,201412292224,-0.2797970954568564,-0.6435469825804918,1.9316376324564717,1.009118068771211,0.7904122333477679,-0.19836745900409497
7027,12251,0,201412292300,-0.28810294007738996,-0.7675900262258798,1.534195710601514,0.8532342499247964,0.4855295858948733,-0.19145716329302154
7028,12251,0,201412292336,-0.2932142290746414,-0.6870140718416876,1.365960351634501,0.8627508455427649,0.44741925496326157,-0.0879746717703696
7029,12251,0,201412300012,-0.29513096244861065,-0.5974342431802602,1.1446574633288995,0.855316005216227,0.40930892403164987,-0.07726533991686002
7030,12251,0,201412300048,-0.3111037405650213,-0.5345133114374779,1.1356246923776503,1.2209614524753682,0.8285225642793796,-0.0456322646611257
7031,12251,0,201412300124,-0.31174265168967774,-0.26674639410262657,1.3845904417214512,1.4142177353631806,0.4855295858948733,-0.09672988166926828
7032,12251,0,201412300200,-0.33282671880333986,-0.4285388276110349,1.2908754431022427,1.545616146734196,0.44741925496326157,-0.13889569749605032
7033,12251,0,201412300236,-0.36093880828822267,-0.6904007756638795,1.2259524018901398,1.1012605232181056,0.44741925496326157,-0.006284938645215276
7034,12251,0,201412300312,-0.353910785917002,-0.7630855681465185,1.3992686945172308,1.0323147705900093,0.21875726937359083,0.06236259884232803
7035,12251,0,201412300348,-0.3756337641553205,-0.4866695603583036,1.1480447524356172,0.99528926576385,0.0663159456471435,0.06874312070601588
